mu_minus_EF_eV,S_300K_uV_K-1,S_400K_uV_K-1,S_500K_uV_K-1,S_600K_uV_K-1,S_700K_uV_K-1,S_800K_uV_K-1,S_900K_uV_K-1
-7.863138617871985314e-01,-2.770019999999999705e+00,-1.264330000000000176e+00,1.295609999999999928e+00,4.704019999999999868e+00,8.674239999999999284e+00,1.289220000000000077e+01,1.711790000000000234e+01
-7.734020590134775830e-01,-2.901859999999999995e-01,6.500909999999999744e-01,2.444539999999999935e+00,5.222730000000000317e+00,8.789710000000001244e+00,1.281630000000000003e+01,1.700970000000000226e+01
-7.604902562397565235e-01,2.271040000000000170e+00,2.727390000000000203e+00,3.817050000000000054e+00,6.019759999999999778e+00,9.205530000000001323e+00,1.303110000000000035e+01,1.716369999999999862e+01
-7.475784534660340208e-01,4.919880000000000031e+00,4.774079999999999657e+00,5.258070000000000022e+00,6.994729999999999670e+00,9.864950000000000330e+00,1.351060000000000016e+01,1.757329999999999970e+01
-7.346666506923130724e-01,7.456590000000000273e+00,6.584069999999999645e+00,6.630349999999999966e+00,8.061790000000000234e+00,1.071739999999999959e+01,1.422869999999999990e+01,1.822900000000000276e+01
-7.217548479185920129e-01,9.345299999999999940e+00,7.949640000000000484e+00,7.828529999999999767e+00,9.158739999999999881e+00,1.172440000000000104e+01,1.516310000000000002e+01,1.912059999999999960e+01
-7.088430451448710645e-01,1.002130000000000010e+01,8.722220000000000084e+00,8.797190000000000509e+00,1.025410000000000110e+01,1.286369999999999969e+01,1.629840000000000089e+01,2.023880000000000123e+01
-6.959312423711500051e-01,9.313620000000000232e+00,8.887100000000000222e+00,9.546540000000000248e+00,1.135089999999999932e+01,1.413030000000000008e+01,1.762679999999999936e+01,2.157700000000000173e+01
-6.830194395974275023e-01,7.586720000000000574e+00,8.598050000000000637e+00,1.015620000000000012e+01,1.248510000000000097e+01,1.553560000000000052e+01,1.914799999999999969e+01,2.313109999999999999e+01
-6.701076368237065539e-01,5.521429999999999616e+00,8.146250000000000213e+00,1.076200000000000045e+01,1.371799999999999997e+01,1.710369999999999990e+01,2.086810000000000187e+01,2.489949999999999974e+01
