               JobID      State ExitCode    Elapsed                 NodeList 
       20213856_60.0  COMPLETED      0:0   00:35:44                     c201 
         20213856_61  COMPLETED      0:0   00:38:49                     c568 
   20213856_61.batch  COMPLETED      0:0   00:38:49                     c568 
  20213856_61.extern  COMPLETED      0:0   00:38:49                     c568 
       20213856_61.0  COMPLETED      0:0   00:38:44                     c568 
         20213856_62     FAILED      1:0   00:00:25                     c594 
   20213856_62.batch     FAILED      1:0   00:00:25                     c594 
  20213856_62.extern  COMPLETED      0:0   00:00:25                     c594 
       20213856_62.0 CANCELLED+      0:9   00:00:12                     c594 
       20213856_62.1 CANCELLED+      0:9   00:00:07                     c594 
         20213856_63  COMPLETED      0:0   00:39:58                     c594 
   20213856_63.batch  COMPLETED      0:0   00:39:58                     c594 
  20213856_63.extern  COMPLETED      0:0   00:39:58                     c594 
       20213856_63.0  COMPLETED      0:0   00:39:53                     c594 
         20213856_64  COMPLETED      0:0   00:37:01                     c594 
   20213856_64.batch  COMPLETED      0:0   00:37:01                     c594 
  20213856_64.extern  COMPLETED      0:0   00:37:01                     c594 
       20213856_64.0  COMPLETED      0:0   00:36:56                     c594 
         20213856_65  COMPLETED      0:0   00:40:54                     c328 
   20213856_65.batch  COMPLETED      0:0   00:40:54                     c328 
  20213856_65.extern  COMPLETED      0:0   00:40:54                     c328 
       20213856_65.0  COMPLETED      0:0   00:40:49                     c328 
         20213856_66  COMPLETED      0:0   00:36:03                     c341 
   20213856_66.batch  COMPLETED      0:0   00:36:03                     c341 
  20213856_66.extern  COMPLETED      0:0   00:36:03                     c341 
       20213856_66.0  COMPLETED      0:0   00:35:58                     c341 
         20213856_67  COMPLETED      0:0   00:39:49                     c360 
   20213856_67.batch  COMPLETED      0:0   00:39:49                     c360 
  20213856_67.extern  COMPLETED      0:0   00:39:49                     c360 
       20213856_67.0  COMPLETED      0:0   00:39:44                     c360 
         20213856_68  COMPLETED      0:0   00:38:20                     c174 
   20213856_68.batch  COMPLETED      0:0   00:38:20                     c174 
  20213856_68.extern  COMPLETED      0:0   00:38:20                     c174 
       20213856_68.0  COMPLETED      0:0   00:38:16                     c174 
         20213856_69  COMPLETED      0:0   00:39:30                     c206 
   20213856_69.batch  COMPLETED      0:0   00:39:30                     c206 
  20213856_69.extern  COMPLETED      0:0   00:39:30                     c206 
       20213856_69.0  COMPLETED      0:0   00:39:26                     c206 
         20213856_70  COMPLETED      0:0   00:36:49                     c200 
   20213856_70.batch  COMPLETED      0:0   00:36:49                     c200 
  20213856_70.extern  COMPLETED      0:0   00:36:49                     c200 
       20213856_70.0  COMPLETED      0:0   00:36:45                     c200 
         20213856_71     FAILED      1:0   00:00:19                     c206 
   20213856_71.batch     FAILED      1:0   00:00:19                     c206 
  20213856_71.extern  COMPLETED      0:0   00:00:19                     c206 
       20213856_71.0     FAILED      1:0   00:00:08                     c206 
       20213856_71.1 CANCELLED+      0:9   00:00:07                     c206 
         20213856_72  COMPLETED      0:0   00:37:06                     c204 
   20213856_72.batch  COMPLETED      0:0   00:37:06                     c204 
  20213856_72.extern  COMPLETED      0:0   00:37:06                     c204 
       20213856_72.0 CANCELLED+     0:11   00:00:07                     c204 
       20213856_72.1  COMPLETED      0:0   00:36:54                     c204 
         20213856_73  COMPLETED      0:0   00:37:32                     c307 
   20213856_73.batch  COMPLETED      0:0   00:37:32                     c307 
  20213856_73.extern  COMPLETED      0:0   00:37:32                     c307 
       20213856_73.0  COMPLETED      0:0   00:37:27                     c307 
         20213856_74  COMPLETED      0:0   00:37:03                     c312 
   20213856_74.batch  COMPLETED      0:0   00:37:03                     c312 
  20213856_74.extern  COMPLETED      0:0   00:37:03                     c312 
       20213856_74.0  COMPLETED      0:0   00:36:57                     c312 
         20213856_75  COMPLETED      0:0   00:41:07                     c312 
   20213856_75.batch  COMPLETED      0:0   00:41:07                     c312 
  20213856_75.extern  COMPLETED      0:0   00:41:07                     c312 
       20213856_75.0  COMPLETED      0:0   00:41:02                     c312 
         20213856_76     FAILED      1:0   00:00:20                      c67 
   20213856_76.batch     FAILED      1:0   00:00:20                      c67 
  20213856_76.extern  COMPLETED      0:0   00:00:20                      c67 
       20213856_76.0 CANCELLED+      0:9   00:00:07                      c67 
       20213856_76.1 CANCELLED+      0:9   00:00:08                      c67 
         20213856_77  COMPLETED      0:0   00:39:10                      c76 
   20213856_77.batch  COMPLETED      0:0   00:39:10                      c76 
  20213856_77.extern  COMPLETED      0:0   00:39:10                      c76 
