E_minus_EF_eV,QE_dosx_DOS_states_eV-1_cell-1,BoltzTraP2_DOS_states_eV-1_cell-1,BoltzTraP2_DOS_broadened_states_eV-1_cell-1
-6.400000000001142553e-01,1.844056000665776907e+01,2.085309970410247615e+01,1.908292368907705239e+01
-6.200000000001146816e-01,1.805957935559039385e+01,1.408801265502892086e+01,1.877906844760989813e+01
-6.000000000001151079e-01,1.821121547914608030e+01,1.756038664162301899e+01,1.890752888499670448e+01
-5.800000000001155342e-01,1.883808515194791156e+01,1.428210518967091858e+01,1.944033867666156468e+01
-5.600000000001159606e-01,1.982976772958629397e+01,1.514095081394445863e+01,2.029792531974862158e+01
-5.400000000001163869e-01,2.102322579302855488e+01,2.099234338645840126e+01,2.135780716999219209e+01
-5.200000000001168132e-01,2.225584256765161228e+01,2.790369262771220349e+01,2.246918245815143678e+01
-5.000000000001172396e-01,2.341369289152085287e+01,2.800199812506755848e+01,2.347442796788854125e+01
-4.800000000001176659e-01,2.443415999001318184e+01,2.177526981015856933e+01,2.422811030041313884e+01
-4.600000000001180922e-01,2.523378579968633773e+01,3.120599634763573604e+01,2.461094896825264655e+01
-4.400000000001185185e-01,2.562911225709804697e+01,2.487699104936499239e+01,2.453804660851660202e+01
-4.200000000001189449e-01,2.538013936224832889e+01,2.470576477316083697e+01,2.396624164749574604e+01
-4.000000000001193712e-01,2.431640001664483819e+01,3.199009111653920101e+01,2.290137563890058559e+01
-3.800000000001197975e-01,2.247088518523745648e+01,2.935887066570421311e+01,2.140504184157079592e+01
-3.600000000001202238e-01,2.009312776953381174e+01,1.712287678735581764e+01,1.959054128396213912e+01
-3.400000000001206502e-01,1.754051099491076471e+01,1.446454575883564431e+01,1.760416873057673826e+01
-3.200000000001210765e-01,1.513219357254915565e+01,1.300011226112594898e+01,1.559482903680200572e+01
-3.000000000001215028e-01,1.302995098825287634e+01,1.219850197003017556e+01,1.368214911089116370e+01
-2.800000000001219291e-01,1.125032517857968983e+01,6.813706294399915819e+00,1.193771957311400023e+01
-2.600000000001223555e-01,9.736367498787101837e+00,1.361292087248711091e+01,1.038421270675762820e+01
-2.400000000001227818e-01,8.411685432681666796e+00,8.598129710300183248e+00,9.010300979411130839e+00
-2.200000000001232081e-01,7.228919237694304556e+00,8.279223003780803225e+00,7.790634595667277118e+00
-2.000000000001236344e-01,6.180153042706942657e+00,4.300334188839985750e+00,6.700991787602179173e+00
-1.800000000001240608e-01,5.259737299472060812e+00,4.118411155308551841e+00,5.724118354610767234e+00
-1.600000000001244871e-01,4.449891621011054177e+00,5.047439238572385634e+00,4.848305705467598870e+00
-1.400000000001249134e-01,3.730092652399289221e+00,3.904961861869622908e+00,4.064411217057271486e+00
-1.200000000001253397e-01,3.090859103153094534e+00,2.786739846370859475e+00,3.363525682540785766e+00
-1.000000000001257661e-01,2.531190973272476885e+00,3.351771895296772552e+00,2.738064138560024841e+00
-8.000000000012619239e-02,2.044873295144362224e+00,1.133743758190412398e+00,2.183365937810511248e+00
-6.000000000012661872e-02,1.617167746231067627e+00,1.049488791741751248e+00,1.697885331672384090e+00
-4.000000000012704504e-02,1.234550971607967895e+00,8.604126540952200530e-01,1.281897617237656384e+00
-2.000000000012747137e-02,8.932379388881351856e-01,7.940030850574976151e-01,9.357039648821930955e-01
-1.278976924368180335e-13,6.008352027964416475e-01,7.951477100662883435e-02,6.576346203614994446e-01
1.999999999987167598e-02,3.695521053027384095e-01,0.000000000000000000e+00,4.432185746193140208e-01
3.999999999987124966e-02,2.050082594283777482e-01,0.000000000000000000e+00,2.851307527034604439e-01
5.999999999987082333e-02,1.014929969125564907e-01,0.000000000000000000e+00,1.743715477198931607e-01
7.999999999987039700e-02,4.445603135778649490e-02,0.000000000000000000e+00,1.008888023087334274e-01
9.999999999986997068e-02,1.712402803890637412e-02,0.000000000000000000e+00,5.500714398911236286e-02
1.199999999998695444e-01,5.764474384792579210e-03,0.000000000000000000e+00,2.813283101216944304e-02
1.399999999998691180e-01,1.690414626185933293e-03,0.000000000000000000e+00,1.343633924304135988e-02
1.599999999998686917e-01,4.436269986827991348e-04,0.000000000000000000e+00,5.975604090322276379e-03
1.799999999998682654e-01,1.622616518856795755e-04,0.000000000000000000e+00,2.465712093703189417e-03
1.999999999998678391e-01,2.659755583724695725e-04,0.000000000000000000e+00,9.296637429478297283e-04
2.199999999998674127e-01,7.609196302750542446e-04,0.000000000000000000e+00,3.267279602158373614e-04
2.399999999998669864e-01,1.959866561991014701e-03,0.000000000000000000e+00,1.017453797364170165e-04
2.599999999998665601e-01,4.293980353686765832e-03,0.000000000000000000e+00,2.562978199518529252e-05
2.799999999998661337e-01,7.994271693962877456e-03,0.000000000000000000e+00,2.582989330877297568e-06
2.999999999998657074e-01,1.269724897845387473e-02,0.000000000000000000e+00,3.053343779808125065e-06
3.199999999998652811e-01,1.737696769629320723e-02,0.000000000000000000e+00,1.189080277727852217e-05
3.399999999998648548e-01,2.097075093831603579e-02,0.000000000000000000e+00,3.640218811142486237e-05
3.599999999998644284e-01,2.335004901174580344e-02,0.000000000000000000e+00,1.037915505107612812e-04
3.799999999998640021e-01,2.567290061444654076e-02,0.000000000000000000e+00,2.621400718677496604e-04
3.999999999998635758e-01,2.938467865791327682e-02,0.000000000000000000e+00,6.181268983171873304e-04
4.199999999998631495e-01,3.455234316545064549e-02,0.000000000000000000e+00,1.348093045111317320e-03
4.399999999998627231e-01,3.942486447424500828e-02,0.000000000000000000e+00,2.744082776574105920e-03
4.599999999998622968e-01,4.217757159937143840e-02,0.000000000000000000e+00,5.193970510457010872e-03
4.799999999998618705e-01,4.367224514195915813e-02,0.000000000000000000e+00,9.183159176605566743e-03
4.999999999998614442e-01,4.867510441764730245e-02,0.000000000000000000e+00,1.517662625342185156e-02
5.199999999998610178e-01,6.405526168353328775e-02,0.000000000000000000e+00,2.350976986363356724e-02
5.399999999998605915e-01,9.499874020827432652e-02,0.000000000000000000e+00,3.423652348709353005e-02
5.599999999998601652e-01,1.419453929566337202e-01,2.626888524123650176e-02,4.703431293883908459e-02
5.799999999998597389e-01,1.995659606362782112e-01,4.059268566988376986e-02,6.122863251302677196e-02
5.999999999998593125e-01,2.575108123222096812e-01,1.074542565810040345e-01,7.593554824160479721e-02
6.199999999998588862e-01,3.021804125552599030e-01,8.715791374597765817e-02,9.023721806141521418e-02
6.399999999998584599e-01,3.199350451752519531e-01,2.411773984030206597e-01,1.033161533465107168e-01
6.599999999998580336e-01,3.040765939221298231e-01,0.000000000000000000e+00,1.145793463202561951e-01
6.799999999998576072e-01,2.619756392638489806e-01,1.678757910650174323e-01,1.236761707060095999e-01
6.999999999998571809e-01,2.155471488134659830e-01,0.000000000000000000e+00,1.306135813879142626e-01
7.199999999998567546e-01,1.920570064773884367e-01,4.040568806158433279e-01,1.360648605857880944e-01
7.399999999998563283e-01,2.096911737242181384e-01,0.000000000000000000e+00,1.418805356223891423e-01
7.599999999998559019e-01,2.685580378655253453e-01,3.553260611776480338e-01,1.513089566524143115e-01
7.799999999998554756e-01,3.523295474151387774e-01,1.443727574881326905e-03,1.690313426137799446e-01
7.999999999998550493e-01,4.389617797687860867e-01,0.000000000000000000e+00,2.006622356573307120e-01
8.199999999998546230e-01,5.137388638083700831e-01,1.322794142469947698e-01,2.523573528080416684e-01
8.399999999998541966e-01,5.769010058115153772e-01,0.000000000000000000e+00,3.307218367161437467e-01
8.599999999998537703e-01,6.426285927568542444e-01,0.000000000000000000e+00,4.436442571557310255e-01
8.799999999998533440e-01,7.327991988014181945e-01,7.555759907495999128e-01,6.019453001824568439e-01
8.999999999998529177e-01,8.688660885193377759e-01,1.243705697855614245e+00,8.204313652708761229e-01
9.199999999998524913e-01,1.066013365215891850e+00,0.000000000000000000e+00,1.117844493420179885e+00
9.399999999998520650e-01,1.335023738573857699e+00,1.772032826421108265e-01,1.515376060431161243e+00
9.599999999998516387e-01,1.694958447091333698e+00,1.366133388845208740e+00,2.032529641854941893e+00
9.799999999998512124e-01,2.185925929233150100e+00,2.016009324879641351e+00,2.685695603117622898e+00
9.999999999998507860e-01,2.867444894515609910e+00,1.526520680122224416e+00,3.486911182459930814e+00
1.019999999999850360e+00,3.800996633422351501e+00,4.258266791299943677e+00,4.445785975244797683e+00
1.039999999999849933e+00,5.021328759307688294e+00,4.988270495604111510e+00,5.571858273563486286e+00
1.059999999999849507e+00,6.524665530601393648e+00,6.507852172609971397e+00,6.874266456421533000e+00
1.079999999999849081e+00,8.289745269841098718e+00,6.105041387462158298e+00,8.355279180068786005e+00
1.099999999999848654e+00,1.031190913796261377e+01,9.064359395233832828e+00,9.995240276361032628e+00
1.119999999999848228e+00,1.258733932895471241e+01,1.095508519140682679e+01,1.173387783054973710e+01
1.139999999999847802e+00,1.503645158605260690e+01,9.760110312987810843e+00,1.345701564325856658e+01
1.159999999999847375e+00,1.738434836400524119e+01,1.538892290061083656e+01,1.500276099059423984e+01
1.179999999999846949e+00,1.913887998668204560e+01,1.955917195196284553e+01,1.619481387657939919e+01
1.199999999999846523e+00,1.980523354924632429e+01,2.217945565824230059e+01,1.689652038596658912e+01
1.219999999999846096e+00,1.916027872449908287e+01,4.191602852495705633e+01,1.706344564188689716e+01
1.239999999999845670e+00,1.745868905502757684e+01,1.653784422251784747e+01,1.676530130656961148e+01
1.259999999999845244e+00,1.538649292481396103e+01,7.925205006661260043e+00,1.615959219354408205e+01
1.279999999999844817e+00,1.369808259428550201e+01,3.470119986059093442e+00,1.542489452467418154e+01
1.299999999999844391e+00,1.281920516526428067e+01,1.058043545577697486e+01,1.468600116676138967e+01
1.319999999999843965e+00,1.270126193322838226e+01,1.850320500916220823e+01,1.396890154873262624e+01
1.339999999999843538e+00,1.292864515860521735e+01,1.686043566274323879e+01,1.320671236023051520e+01
1.359999999999843112e+00,1.297439226042741822e+01,1.799091883568695849e+01,1.228905822307622486e+01
1.379999999999842686e+00,1.242845678461184633e+01,1.248196702056942087e+01,1.112688058015732295e+01
1.399999999999842260e+00,1.111079227707522676e+01,1.442675525002039549e+01,9.700852470101702707e+00
1.419999999999841833e+00,9.099165444337273811e+00,1.062893096276526350e+01,8.075192463130603571e+00
1.439999999999841407e+00,6.721015768206875407e+00,2.720888913714957003e+00,6.376680567093307772e+00
1.459999999999840981e+00,4.417992796931404342e+00,0.000000000000000000e+00,4.753286195504062839e+00
1.479999999999840554e+00,2.557829951874031060e+00,0.000000000000000000e+00,3.331803222828261468e+00
1.499999999999840128e+00,1.294273197000684217e+00,0.000000000000000000e+00,2.189207785814224039e+00
1.519999999999839702e+00,5.690382243932736728e-01,0.000000000000000000e+00,1.344688549628168417e+00
1.539999999999839275e+00,2.163623763545755585e-01,0.000000000000000000e+00,7.705775419058394915e-01
1.559999999999838849e+00,7.093210916977098213e-02,0.000000000000000000e+00,4.111034213964075978e-01
1.579999999999838423e+00,2.001190785308657252e-02,0.000000000000000000e+00,2.038334057220386464e-01
1.599999999999837996e+00,4.843955675285387119e-03,0.000000000000000000e+00,9.372261023234647326e-02
1.619999999999837570e+00,1.004649407274030510e-03,0.000000000000000000e+00,3.985353321487863226e-02
1.639999999999837144e+00,1.784264438526431996e-04,0.000000000000000000e+00,1.565961303138478644e-02
1.659999999999836717e+00,2.736360504496536443e-05,0.000000000000000000e+00,5.684461937982695015e-03
1.679999999999836291e+00,5.686858080090316694e-06,0.000000000000000000e+00,2.078897011532080102e-03
1.699999999999835865e+00,1.352514997955804948e-05,0.000000000000000000e+00,1.240052434360284887e-03
1.719999999999835438e+00,6.764399636019771884e-05,0.000000000000000000e+00,2.050175028182558284e-03
1.739999999999835012e+00,2.991009504961761843e-04,0.000000000000000000e+00,4.767339819852675110e-03
1.759999999999834586e+00,1.144500294432848663e-03,0.000000000000000000e+00,1.057734251196222608e-02
1.779999999999834159e+00,3.812654663566486003e-03,0.000000000000000000e+00,2.184815311730503237e-02
1.799999999999833733e+00,1.112903213722873756e-02,0.000000000000000000e+00,4.214117796191493154e-02
1.819999999999833307e+00,2.863264746653731638e-02,0.000000000000000000e+00,7.601739731344807349e-02
1.839999999999832880e+00,6.522842526027389232e-02,0.000000000000000000e+00,1.285350781293588263e-01
1.859999999999832454e+00,1.319275809975800351e-01,0.000000000000000000e+00,2.040722710295689579e-01
1.879999999999832028e+00,2.371870695864432832e-01,0.000000000000000000e+00,3.048608578034910366e-01
1.899999999999831601e+00,3.798240240782171373e-01,8.685141511465883923e-02,4.293295540953332434e-01
1.919999999999831175e+00,5.446352497879993759e-01,7.106521223552960675e-01,5.711751096330003330e-01
1.939999999999830749e+00,7.080165402716896983e-01,3.232667734893395761e-01,7.199050073731789734e-01
1.959999999999830322e+00,8.536599727585326702e-01,7.454544055776805012e-01,8.630802808308674079e-01
1.979999999999829896e+00,9.851739857133159362e-01,2.208452971811385446e+00,9.900614991657658015e-01
1.999999999999829470e+00,1.121448772625342594e+00,1.047702972444545688e+00,1.095882845230140346e+00
2.019999999999829043e+00,1.274402062776058830e+00,2.307373830411017845e+00,1.183474936553800649e+00
2.039999999999828617e+00,1.432490837066270117e+00,5.676360384225701550e-01,1.263296745180693792e+00
2.059999999999828191e+00,1.565500127882947012e+00,3.622180994777048912e-01,1.350316141129529912e+00
2.079999999999827764e+00,1.645121547914482729e+00,1.461627068466097246e+00,1.459558629171280764e+00
2.099999999999827338e+00,1.671303741903260143e+00,1.347550635499415117e+00,1.602310534162576516e+00
2.119999999999826912e+00,1.680387870785139626e+00,2.098183489888116426e+00,1.784402300535240737e+00
2.139999999999826485e+00,1.733023482807577675e+00,7.106521223552960675e-01,2.006912105472233421e+00
2.159999999999826059e+00,1.885476900841234871e+00,2.131956367065888980e+00,2.269381642734141558e+00
2.179999999999825633e+00,2.155715351261839441e+00,3.348222444898075967e+00,2.573338600881694749e+00
2.199999999999825206e+00,2.516963092499115540e+00,2.830538002309883172e+00,2.925331705301011720e+00
2.219999999999824780e+00,2.927131350262872189e+00,3.247547185587854379e+00,3.337576746931622207e+00
2.239999999999824354e+00,3.366168769295469154e+00,2.369741135955318434e+00,3.827012363708162113e+00
2.259999999999823928e+00,3.857804381317879283e+00,2.459030091598661372e+00,4.411803530143845187e+00
2.279999999999823501e+00,4.464033540921760412e+00,5.665912361709134260e+00,5.107214016832322123e+00
2.299999999999823075e+00,5.255945022397376043e+00,6.307976763549861587e+00,5.920504803474631927e+00
2.319999999999822649e+00,6.269552761969731769e+00,5.050069735531198312e+00,6.845681326479677864e+00
2.339999999999822222e+00,7.457094954293588707e+00,5.927875785163736033e+00,7.858515114407807367e+00
2.359999999999821796e+00,8.681716374325095131e+00,7.492955603857436309e+00,8.914059050620226188e+00
2.379999999999821370e+00,9.773804892849440762e+00,1.088142243502876205e+01,9.948799881152517344e+00
2.399999999999820943e+00,1.061986063774959987e+01,1.578729909008506382e+01,1.088820079537283547e+01
2.419999999999820517e+00,1.118817806011208127e+01,1.143504842295453905e+01,1.165855251469456100e+01
2.439999999999820091e+00,1.149387870785134425e+01,1.276051381952219010e+01,1.219981536227768437e+01
2.459999999999819664e+00,1.155957935559062655e+01,1.427161640534710330e+01,1.247571563220096635e+01
2.479999999999819238e+00,1.139831742236250633e+01,1.950866157498544595e+01,1.247880115487495090e+01
2.499999999999818812e+00,1.104878452085536722e+01,1.147202245113109065e+01,1.222877287669621715e+01
2.519999999999818385e+00,1.058705548913440531e+01,1.113345251278047954e+01,1.176633995354053042e+01
2.539999999999817959e+00,1.010705084372607843e+01,9.772572933433668396e+00,1.114625110901323524e+01
2.559999999999817533e+00,9.640050843726077900e+00,1.232420611862431770e+01,1.043301940973567987e+01
2.579999999999817106e+00,9.147845166929744920e+00,1.009580202657889103e+01,9.700774924562892920e+00
2.599999999999816680e+00,8.598508651402275049e+00,1.137043395768473708e+01,9.032846803982241823e+00
2.619999999999816254e+00,8.039672263757694282e+00,6.723702369861550565e+00,8.515873792562107525e+00
2.639999999999815827e+00,7.607452906502069290e+00,2.935249263356791705e+00,8.224428103102793486e+00
2.659999999999815401e+00,7.458467354258649706e+00,3.403123438849304350e+00,8.201137667227079930e+00
2.679999999999814975e+00,7.677607995338021851e+00,4.803887389737284686e+00,8.440923256364788685e+00
2.699999999999814548e+00,8.228510185996807280e+00,9.604502641140415520e+00,8.890825969119457994e+00
2.719999999999814122e+00,8.968884120556870343e+00,1.279860179074283089e+01,9.467400382662622960e+00
2.739999999999813696e+00,9.717033540921450552e+00,1.050466071481981523e+01,1.008533408380317553e+01
2.759999999999813269e+00,1.033598192989804510e+01,1.250269943883578883e+01,1.068386416327346211e+01
2.779999999999812843e+00,1.081252386645609320e+01,1.276882113544658282e+01,1.123836849851465836e+01
2.799999999999812417e+00,1.125859870452124767e+01,1.101282926411504803e+01,1.175280225567458636e+01
2.819999999999811990e+00,1.182116902506090739e+01,1.022765475802766311e+01,1.223885229430669064e+01
2.839999999999811564e+00,1.254766450753541207e+01,8.202835874894033097e+00,1.269529346156365968e+01
2.859999999999811138e+00,1.329986063774926741e+01,1.515523693402964156e+01,1.309938730328375733e+01
2.879999999999810711e+00,1.383775741570251938e+01,1.613690087911258431e+01,1.341618496094835677e+01
2.899999999999810285e+00,1.400392516193484838e+01,2.016759200980628108e+01,1.361792656648805888e+01
2.919999999999809859e+00,1.383962580967424749e+01,1.345711587086225514e+01,1.370290290449062098e+01
2.939999999999809432e+00,1.354831742236264169e+01,1.333276326385299804e+01,1.370092791146945466e+01
2.959999999999809006e+00,1.334654193655809173e+01,8.878585034266883724e+00,1.366427455098632393e+01
2.979999999999808580e+00,1.332911225709771763e+01,1.310240712621295067e+01,1.364978235637581427e+01
2.999999999999808153e+00,1.348864515860477375e+01,1.401372135515902961e+01,1.370097732066732910e+01
3.019999999999807727e+00,1.383425289817695436e+01,1.671169881774667587e+01,1.383548945341498282e+01
3.039999999999807301e+00,1.443897289484682034e+01,1.264716848073429922e+01,1.403998516177062861e+01
3.059999999999806874e+00,1.532327224710738101e+01,1.112751765071775978e+01,1.426915417498802263e+01
3.079999999999806448e+00,1.629981418366547885e+01,9.306842161103061173e+00,1.445444218949755033e+01
3.099999999999806022e+00,1.697644902839082448e+01,1.895763093801963350e+01,1.452179992909262651e+01
3.119999999999805596e+00,1.693663484472541114e+01,2.489375789798137362e+01,1.441999965324596467e+01
3.139999999999805169e+00,1.600289549912514531e+01,1.645157125520195862e+01,1.414608641063474437e+01
3.159999999999804743e+00,1.442644647073433717e+01,1.464787483959833736e+01,1.375491022655998918e+01
3.179999999999804317e+00,1.278116646740425644e+01,7.221002747659905019e+00,1.334428216207459350e+01
3.199999999999803890e+00,1.164144774956263539e+01,8.643088128160178130e+00,1.302086246129504765e+01
3.219999999999803464e+00,1.130084128881863492e+01,1.038954564541627512e+01,1.286414667300477710e+01
3.239999999999803038e+00,1.168420644409317610e+01,1.076239973482152656e+01,1.290554491740976317e+01
3.259999999999802611e+00,1.247112257097690602e+01,1.444682576372367144e+01,1.312961725912589372e+01
3.279999999999802185e+00,1.335373934560011122e+01,2.189518415284405961e+01,1.348872475385775438e+01
3.299999999999801759e+00,1.416158966946986197e+01,5.625159127738672105e+00,1.391985684809591106e+01
3.319999999999801332e+00,1.485378579968380208e+01,1.329846302411613124e+01,1.435488056410512137e+01
3.339999999999800906e+00,1.541859870452099202e+01,1.039881386499527061e+01,1.472622256654641859e+01
3.359999999999800480e+00,1.580733677129304837e+01,2.617585836801124088e+01,1.497401503114220844e+01
3.379999999999800053e+00,1.596869161268837445e+01,1.613425523361734548e+01,1.506045998507164896e+01
3.399999999999799627e+00,1.588439226042789798e+01,1.643247618435229640e+01,1.498574266910489072e+01
3.419999999999799201e+00,1.559920516526510248e+01,1.488303685120298248e+01,1.479729628484465032e+01
3.439999999999798774e+00,1.519443871451162664e+01,1.388629497853867178e+01,1.458494102321729180e+01
3.459999999999798348e+00,1.476182193988839231e+01,1.116481838663545467e+01,1.446027075214132118e+01
3.479999999999797922e+00,1.445177548580466009e+01,1.515169860242825806e+01,1.452767013050964451e+01
3.499999999999797495e+00,1.444126193322789753e+01,1.132014636964197152e+01,1.485367782627014677e+01
3.519999999999797069e+00,1.484682321871622257e+01,6.871024317445807661e+00,1.544809320193018642e+01
3.539999999999796643e+00,1.563285160269754392e+01,1.501486629674724860e+01,1.626163354625697366e+01
3.559999999999796216e+00,1.658285160269754499e+01,2.334384596084094809e+01,1.720246423704215744e+01
3.579999999999795790e+00,1.743724386312548091e+01,1.991179895970984504e+01,1.816695323543144980e+01
3.599999999999795364e+00,1.806729031720921697e+01,1.809664341409334298e+01,1.907255133883768394e+01
3.619999999999794937e+00,1.853686967279990228e+01,2.522382839127904930e+01,1.987983190857144677e+01
3.639999999999794511e+00,1.901901934893010804e+01,1.954293336477064713e+01,2.059626115602709362e+01
3.659999999999794085e+00,1.966462708850215080e+01,1.831233674106337972e+01,2.125717340427705437e+01
3.679999999999793658e+00,2.053458063441834014e+01,2.434785572229551320e+01,2.189457852623347378e+01
3.699999999999793232e+00,2.157369289151593605e+01,1.997583294400764231e+01,2.250515344686213837e+01
3.719999999999792806e+00,2.257243095828809487e+01,1.837591564200899796e+01,2.303668470117066747e+01
3.739999999999792379e+00,2.322644902839058290e+01,1.893579639552081417e+01,2.339970970065723677e+01
3.759999999999791953e+00,2.328658839064197750e+01,3.932471754119254115e+01,2.350253773179113637e+01
3.779999999999791527e+00,2.272626065440034893e+01,3.598733308699099354e+01,2.329032914177373925e+01
3.799999999999791100e+00,2.182280259095852770e+01,2.200030626093163377e+01,2.276638773026283147e+01
3.819999999999790674e+00,2.095841033053053337e+01,1.407820471162362885e+01,2.198362427310638623e+01
3.839999999999790248e+00,2.030532645741417141e+01,1.128181995509514124e+01,2.101514329807104886e+01
3.859999999999789821e+00,1.970448516859564947e+01,2.322385357836525444e+01,1.992967246157034822e+01
3.879999999999789395e+00,1.883761549579589811e+01,2.769306406727250547e+01,1.878895705955064699e+01
3.899999999999788969e+00,1.757116646740537647e+01,2.425238532389330004e+01,1.766611161181545242e+01
3.919999999999788542e+00,1.612724130547046286e+01,1.541557135907214260e+01,1.666344252187211339e+01
3.939999999999788116e+00,1.495191484805627624e+01,8.172499407085906498e+00,1.590766488896714215e+01
3.959999999999787690e+00,1.442523354924655976e+01,5.095508008679338730e+00,1.551618909362979970e+01
3.979999999999787264e+00,1.464943999333917546e+01,7.007575642415124761e+00,1.555334279371770023e+01
3.999999999999786837e+00,1.544761805345056338e+01,1.812850879709201735e+01,1.600154434455795638e+01
4.019999999999786411e+00,1.653411353592486321e+01,2.082228017224368344e+01,1.676288255337624022e+01
4.039999999999785985e+00,1.769411353592480651e+01,2.029458961637626757e+01,1.768843651752837687e+01
4.059999999999785558e+00,1.880196385979465390e+01,1.603977611382567048e+01,1.861916283683929763e+01
4.079999999999785132e+00,1.974635612022270692e+01,1.361164335843454332e+01,1.942405467485329496e+01
4.099999999999784706e+00,2.039686967279969565e+01,3.068362413267893274e+01,2.002622538309202582e+01
4.119999999999784279e+00,2.063130838731164474e+01,2.860108550168667918e+01,2.041472461079975531e+01
4.139999999999783853e+00,2.048528000333046961e+01,2.032315237322792001e+01,2.064121131368751350e+01
4.159999999999783427e+00,2.017962580967464703e+01,1.405046677973617264e+01,2.079987336065659420e+01
4.179999999999783000e+00,2.000565419365582187e+01,1.906916528320044790e+01,2.099768848947172017e+01
4.199999999999782574e+00,2.016514064107874660e+01,1.733218016890844382e+01,2.132566487602002780e+01
4.219999999999782148e+00,2.066682321871571659e+01,1.969592403992272622e+01,2.184233099241290788e+01
4.239999999999781721e+00,2.138331870119002787e+01,2.636417273419636587e+01,2.257290125277768311e+01
4.259999999999781295e+00,2.219939353925505898e+01,2.825345073645215876e+01,2.351479790834376615e+01
4.279999999999780869e+00,2.311023482807349083e+01,1.939903799962843323e+01,2.463709858918356588e+01
4.299999999999780442e+00,2.421322579302208666e+01,1.612444853268387845e+01,2.587143323377936710e+01
4.319999999999780016e+00,2.554579611356144042e+01,2.416310277477066037e+01,2.710350990026825357e+01
4.339999999999779590e+00,2.695537546915220517e+01,3.635428532837521942e+01,2.818189452584451260e+01
4.359999999999779163e+00,2.813850579635257176e+01,3.499341691721647152e+01,2.895168413587749612e+01
4.379999999999778737e+00,2.876995354591604226e+01,3.899387303054490417e+01,2.930295839071193242e+01
4.399999999999778311e+00,2.868705548913538550e+01,3.206542998090721852e+01,2.921156480070516892e+01
4.419999999999777884e+00,2.799714839730329885e+01,3.102233813295772435e+01,2.874987129796486940e+01
4.439999999999777458e+00,2.700803614020576049e+01,2.650349445634173762e+01,2.805939111921868800e+01
4.459999999999777032e+00,2.606364387977766128e+01,1.866583334316867138e+01,2.729882348810506087e+01
4.479999999999776605e+00,2.538705548913543097e+01,2.609306604637664506e+01,2.659221100714976416e+01
4.499999999999776179e+00,2.501873806677232537e+01,2.591314359655912369e+01,2.599837040886701089e+01
4.519999999999775753e+00,2.487827096827912854e+01,2.348055664103607043e+01,2.551285836457792300e+01
4.539999999999775326e+00,2.483696258096748011e+01,2.833882898449440901e+01,2.509537142043369684e+01
4.559999999999774900e+00,2.476350451752573889e+01,2.649310956054102206e+01,2.470583656077275236e+01
4.579999999999774474e+00,2.455528000333060490e+01,2.869192749851780633e+01,2.433053389709578340e+01
4.599999999999774047e+00,2.416705548913549251e+01,2.019703077222508014e+01,2.398793599026861401e+01
4.619999999999773621e+00,2.365532645741465245e+01,1.754510463412965038e+01,2.371592647411094035e+01
4.639999999999773195e+00,2.316313032720055887e+01,2.377430755246080096e+01,2.354952345982311002e+01
4.659999999999772768e+00,2.282873806677236672e+01,2.433773661738111826e+01,2.350226322689775671e+01
4.679999999999772342e+00,2.268827096827913792e+01,2.437303056659406408e+01,2.355718120209188982e+01
4.699999999999771916e+00,2.266434580634417273e+01,2.101204839056925877e+01,2.366881140132241867e+01
4.719999999999771489e+00,2.263523354924662456e+01,2.562217886867078320e+01,2.377155990950856790e+01
4.739999999999771063e+00,2.249873806677238264e+01,2.099634889957024342e+01,2.379345377507230808e+01
4.759999999999770637e+00,2.226266322870736047e+01,3.002941765579662814e+01,2.367126833167193922e+01
4.779999999999770210e+00,2.203177548580491418e+01,2.370185261467326043e+01,2.336747302046947539e+01
4.799999999999769784e+00,2.191261677462331647e+01,2.532454862351763936e+01,2.288486983856686408e+01
4.819999999999769358e+00,2.188565419365582798e+01,2.544116560758784118e+01,2.226997520939447028e+01
4.839999999999768932e+00,2.182785032386994573e+01,2.226559087478980103e+01,2.160061343570812653e+01
4.859999999999768505e+00,2.161658839064235949e+01,1.611723351406032023e+01,2.095862811997867681e+01
4.879999999999768079e+00,2.122140129547981857e+01,1.314527590993552231e+01,2.039616674741051483e+01
4.899999999999767653e+00,2.070663484472645521e+01,2.169592312828191538e+01,1.991351470466472406e+01
4.919999999999767226e+00,2.011186839397309001e+01,1.959901855248080338e+01,1.946043560886815271e+01
4.939999999999766800e+00,1.937626065440137424e+01,1.884232865997287476e+01,1.896514674798089217e+01
4.959999999999766374e+00,1.839457807676467027e+01,2.577675698971005858e+01,1.837945438448813107e+01
4.979999999999765947e+00,1.716331614353710577e+01,2.651696577723843617e+01,1.771769333422349746e+01
4.999999999999765521e+00,1.586981162601131068e+01,1.080365635353895470e+01,1.706787861110692006e+01
5.019999999999765095e+00,1.487579355590815666e+01,1.154198683346319143e+01,1.656623616719361891e+01
5.039999999999764668e+00,1.451476645075334915e+01,1.269713869959361929e+01,1.634505599244002028e+01
5.059999999999764242e+00,1.493373934559850724e+01,8.098843346756700257e+00,1.647695514560483687e+01
5.079999999999763816e+00,1.601972127549527869e+01,1.114203654891191775e+01,1.694340938120894435e+01
5.099999999999763389e+00,1.747359998334608733e+01,2.087446021409282082e+01,1.763988591068247302e+01
5.119999999999762963e+00,1.895406708183932309e+01,2.382259873129446959e+01,1.841612579175279052e+01
