mu_minus_EF_eV,S_300K_uV_K-1,S_400K_uV_K-1,S_500K_uV_K-1,S_600K_uV_K-1,S_700K_uV_K-1,S_800K_uV_K-1,S_900K_uV_K-1
2.280710339041621404e-01,-5.296430000000000291e+02,-3.173220000000000027e+02,-1.705589999999999975e+02,-7.095520000000000493e+01,-4.446139999999999759e+00,3.941659999999999542e+01,6.799370000000000402e+01
2.409964423710065362e-01,-5.484599999999999227e+02,-3.804809999999999945e+02,-2.498390000000000271e+02,-1.489899999999999807e+02,-7.404080000000000439e+01,-2.008259999999999934e+01,1.791440000000000055e+01
2.539082451447275401e-01,-5.297569999999999482e+02,-4.003480000000000132e+02,-2.953739999999999668e+02,-2.056080000000000041e+02,-1.316880000000000166e+02,-7.363100000000000023e+01,-2.965749999999999886e+01
2.668336536115719082e-01,-4.960659999999999741e+02,-3.950049999999999955e+02,-3.146970000000000027e+02,-2.412630000000000052e+02,-1.750070000000000050e+02,-1.183469999999999942e+02,-7.221689999999999543e+01
2.797454563852929121e-01,-4.568170000000000073e+02,-3.765849999999999795e+02,-3.165190000000000055e+02,-2.597330000000000041e+02,-2.043720000000000141e+02,-1.530380000000000109e+02,-1.081440000000000055e+02
2.926708648521372802e-01,-4.156879999999999882e+02,-3.519139999999999873e+02,-3.077460000000000377e+02,-2.656580000000000155e+02,-2.218389999999999986e+02,-1.779629999999999939e+02,-1.367920000000000016e+02
3.055826676258582841e-01,-3.741959999999999695e+02,-3.245829999999999700e+02,-2.930470000000000255e+02,-2.631549999999999727e+02,-2.300529999999999973e+02,-1.943040000000000020e+02,-1.583290000000000077e+02
3.184944703995808424e-01,-3.330970000000000368e+02,-2.965010000000000332e+02,-2.753559999999999945e+02,-2.553599999999999852e+02,-2.315480000000000018e+02,-2.036449999999999818e+02,-1.734699999999999989e+02
3.314198788664252104e-01,-2.929699999999999704e+02,-2.687720000000000482e+02,-2.564759999999999991e+02,-2.444869999999999948e+02,-2.284290000000000020e+02,-2.075910000000000082e+02,-1.831989999999999839e+02
3.443316816401462144e-01,-2.544579999999999984e+02,-2.421419999999999959e+02,-2.375280000000000200e+02,-2.320339999999999918e+02,-2.223110000000000070e+02,-2.075649999999999977e+02,-1.885610000000000070e+02
3.572570901069905824e-01,-2.183660000000000139e+02,-2.172069999999999936e+02,-2.192280000000000086e+02,-2.189890000000000043e+02,-2.143710000000000093e+02,-2.047330000000000041e+02,-1.905320000000000107e+02
3.701688928807115864e-01,-1.856460000000000150e+02,-1.944799999999999898e+02,-2.020420000000000016e+02,-2.059890000000000043e+02,-2.054369999999999834e+02,-2.000019999999999811e+02,-1.899530000000000030e+02
3.830806956544325903e-01,-1.572849999999999966e+02,-1.743760000000000048e+02,-1.862509999999999764e+02,-1.934339999999999975e+02,-1.960780000000000030e+02,-1.940500000000000114e+02,-1.875160000000000196e+02
3.960061041212769584e-01,-1.341649999999999920e+02,-1.571520000000000152e+02,-1.719819999999999993e+02,-1.815499999999999829e+02,-1.866690000000000111e+02,-1.873730000000000189e+02,-1.837690000000000055e+02
4.089179068949979623e-01,-1.169710000000000036e+02,-1.427990000000000066e+02,-1.592189999999999941e+02,-1.704479999999999791e+02,-1.774530000000000030e+02,-1.803250000000000171e+02,-1.791320000000000050e+02
4.218433153618423859e-01,-1.058220000000000027e+02,-1.309570000000000221e+02,-1.478230000000000075e+02,-1.601550000000000011e+02,-1.685780000000000030e+02,-1.731520000000000152e+02,-1.739250000000000114e+02
4.347551181355633898e-01,-9.936360000000000525e+01,-1.209110000000000014e+02,-1.375840000000000032e+02,-1.506500000000000057e+02,-1.601279999999999859e+02,-1.660250000000000057e+02,-1.683819999999999766e+02
4.476805266024077579e-01,-9.428520000000000323e+01,-1.118180000000000121e+02,-1.283009999999999877e+02,-1.418979999999999961e+02,-1.521469999999999914e+02,-1.590540000000000020e+02,-1.626769999999999925e+02
4.605923293761302606e-01,-8.708399999999998897e+01,-1.031020000000000039e+02,-1.198509999999999991e+02,-1.338660000000000139e+02,-1.446510000000000105e+02,-1.523110000000000070e+02,-1.569320000000000164e+02
4.735041321498512645e-01,-7.682059999999999889e+01,-9.476090000000000657e+01,-1.122279999999999944e+02,-1.265270000000000010e+02,-1.376399999999999864e+02,-1.458359999999999843e+02,-1.512340000000000089e+02
4.864295406166956326e-01,-6.556359999999999388e+01,-8.732450000000000045e+01,-1.054969999999999999e+02,-1.198509999999999991e+02,-1.310949999999999989e+02,-1.396490000000000009e+02,-1.456410000000000196e+02
4.993413433904166365e-01,-5.666940000000000310e+01,-8.146450000000000102e+01,-9.970090000000000430e+01,-1.137890000000000015e+02,-1.249850000000000136e+02,-1.337529999999999859e+02,-1.401920000000000073e+02
5.122667518572610046e-01,-5.278219999999999601e+01,-7.750780000000000314e+01,-9.476639999999999020e+01,-1.082590000000000003e+02,-1.192660000000000053e+02,-1.281400000000000148e+02,-1.349079999999999870e+02
5.251785546309820640e-01,-5.420790000000000219e+01,-7.511759999999999593e+01,-9.046769999999999357e+01,-1.031479999999999961e+02,-1.138889999999999958e+02,-1.227970000000000113e+02,-1.298040000000000020e+02
5.381039630978263766e-01,-5.838489999999999469e+01,-7.335679999999999268e+01,-8.647769999999999868e+01,-9.833450000000000557e+01,-1.088049999999999926e+02,-1.177079999999999984e+02,-1.248870000000000147e+02
5.510157658715474360e-01,-6.133420000000000982e+01,-7.113660000000000139e+01,-8.248550000000000182e+01,-9.371920000000000073e+01,-1.039759999999999991e+02,-1.128610000000000042e+02,-1.201590000000000060e+02
5.639275686452683845e-01,-6.025280000000000058e+01,-6.775809999999999889e+01,-7.831450000000000955e+01,-8.925090000000000146e+01,-9.938200000000000500e+01,-1.082450000000000045e+02,-1.156219999999999999e+02
5.768529771121128080e-01,-5.492820000000000391e+01,-6.318740000000000379e+01,-7.397870000000000346e+01,-8.493710000000000093e+01,-9.502019999999998845e+01,-1.038569999999999993e+02,-1.112740000000000009e+02
5.897647798858353108e-01,-4.710819999999999652e+01,-5.795250000000000057e+01,-6.965689999999999316e+01,-8.083299999999999841e+01,-9.090059999999999718e+01,-9.969310000000000116e+01,-1.071149999999999949e+02
6.026901883526797343e-01,-3.909080000000000155e+01,-5.283030000000000115e+01,-6.560999999999999943e+01,-7.701489999999999725e+01,-8.703780000000000427e+01,-9.575150000000000716e+01,-1.031400000000000006e+02
6.156019911264006828e-01,-3.264600000000000080e+01,-4.853879999999999484e+01,-6.208259999999999224e+01,-7.354799999999998761e+01,-8.343999999999999773e+01,-9.202629999999999200e+01,-9.934489999999999554e+01
6.285137939001217422e-01,-2.858289999999999864e+01,-4.555250000000000199e+01,-5.922350000000000136e+01,-7.045910000000000650e+01,-8.010119999999999152e+01,-8.850690000000000168e+01,-9.572090000000000032e+01
6.414392023669660547e-01,-2.721560000000000201e+01,-4.403130000000000166e+01,-5.703839999999999577e+01,-6.772229999999998995e+01,-7.699790000000000134e+01,-8.517669999999999675e+01,-9.225799999999999557e+01
6.543510051406871142e-01,-2.882280000000000086e+01,-4.377989999999999782e+01,-5.538089999999999691e+01,-6.526090000000000657e+01,-7.409130000000000393e+01,-8.201510000000000389e+01,-8.894469999999999743e+01
6.672764136075315378e-01,-3.283950000000000102e+01,-4.422579999999999956e+01,-5.398830000000000240e+01,-6.296630000000000393e+01,-7.133479999999998711e+01,-7.899970000000000425e+01,-8.576899999999999125e+01
6.801882163812524862e-01,-3.715789999999999793e+01,-4.454520000000000124e+01,-5.256130000000000280e+01,-6.072809999999999775e+01,-6.868410000000000082e+01,-7.611029999999999518e+01,-8.272019999999999129e+01
6.931136248480969098e-01,-3.920369999999999777e+01,-4.399939999999999429e+01,-5.086690000000000111e+01,-5.846440000000000481e+01,-6.610699999999999932e+01,-7.333180000000000121e+01,-7.978950000000000387e+01
7.060254276218178582e-01,-3.776420000000000243e+01,-4.229090000000000060e+01,-4.881510000000000105e+01,-5.614159999999999684e+01,-6.358829999999999671e+01,-7.065579999999999927e+01,-7.697069999999999368e+01
7.189372303955403609e-01,-3.365850000000000364e+01,-3.965449999999999875e+01,-4.646859999999999502e+01,-5.377550000000000097e+01,-6.113139999999999219e+01,-6.808100000000000307e+01,-7.426059999999999661e+01
7.318626388623832302e-01,-2.877369999999999806e+01,-3.663879999999999626e+01,-4.398729999999999762e+01,-5.141659999999999542e+01,-5.875300000000000011e+01,-6.561179999999998813e+01,-7.165779999999999461e+01
7.447744416361057329e-01,-2.479889999999999972e+01,-3.377400000000000091e+01,-4.154410000000000025e+01,-4.912819999999999965e+01,-5.647749999999999915e+01,-6.325600000000000733e+01,-6.916240000000000521e+01
7.576998501029501565e-01,-2.251609999999999800e+01,-3.133970000000000056e+01,-3.926350000000000051e+01,-4.696800000000000352e+01,-5.433039999999999736e+01,-6.102260000000000417e+01,-6.677459999999999241e+01
7.706116528766712159e-01,-2.150009999999999977e+01,-2.932559999999999789e+01,-3.720349999999999824e+01,-4.497919999999999874e+01,-5.233399999999999608e+01,-5.891929999999999978e+01,-6.449370000000000402e+01
7.835370613435155285e-01,-2.059130000000000038e+01,-2.757240000000000180e+01,-3.537990000000000634e+01,-4.319160000000000110e+01,-5.050540000000000163e+01,-5.695100000000000051e+01,-6.231700000000000728e+01
7.964488641172365879e-01,-1.910460000000000136e+01,-2.596909999999999741e+01,-3.380210000000000292e+01,-4.162569999999999482e+01,-4.885529999999999973e+01,-5.511880000000000024e+01,-6.023930000000000007e+01
8.093606668909575363e-01,-1.725739999999999696e+01,-2.454939999999999856e+01,-3.249439999999999884e+01,-4.029640000000000555e+01,-4.738820000000000476e+01,-5.341879999999999740e+01,-5.825179999999999580e+01
8.222860753578019599e-01,-1.556289999999999907e+01,-2.345049999999999812e+01,-3.149120000000000275e+01,-3.921110000000000184e+01,-4.610069999999999624e+01,-5.184179999999999922e+01,-5.634229999999999450e+01
8.351978781315229083e-01,-1.455180000000000007e+01,-2.281680000000000064e+01,-3.081500000000000128e+01,-3.836650000000000205e+01,-4.498130000000000450e+01,-5.037239999999999895e+01,-5.449429999999999552e+01
8.481232865983673319e-01,-1.476380000000000159e+01,-2.269859999999999900e+01,-3.045479999999999876e+01,-3.774429999999999552e+01,-4.400979999999999848e+01,-4.898960000000000292e+01,-5.268750000000000000e+01
8.610350893720883914e-01,-1.615340000000000131e+01,-2.297949999999999804e+01,-3.035929999999999751e+01,-3.731230000000000047e+01,-4.315760000000000218e+01,-4.766660000000000252e+01,-5.089799999999999613e+01
8.739468921458108941e-01,-1.763280000000000314e+01,-2.341379999999999839e+01,-3.045540000000000092e+01,-3.702890000000000015e+01,-4.238909999999999911e+01,-4.637150000000000460e+01,-4.909829999999999472e+01
8.868723006126552066e-01,-1.798470000000000013e+01,-2.379800000000000182e+01,-3.068039999999999878e+01,-3.684980000000000189e+01,-4.166329999999999956e+01,-4.506790000000000163e+01,-4.725800000000000267e+01
8.997841033863762661e-01,-1.722799999999999798e+01,-2.413240000000000052e+01,-3.100550000000000139e+01,-3.673109999999999786e+01,-4.093469999999999942e+01,-4.371560000000000201e+01,-4.534440000000000026e+01
9.127095118532205786e-01,-1.654800000000000182e+01,-2.459779999999999944e+01,-3.142799999999999727e+01,-3.662790000000000390e+01,-4.015319999999999823e+01,-4.227100000000000080e+01,-4.332329999999999615e+01
9.256213146269416381e-01,-1.696199999999999974e+01,-2.537529999999999930e+01,-3.194020000000000437e+01,-3.648689999999999856e+01,-3.926299999999999812e+01,-4.068809999999999860e+01,-4.115939999999999799e+01
9.385467230937860617e-01,-1.842379999999999995e+01,-2.649709999999999965e+01,-3.249779999999999802e+01,-3.624029999999999774e+01,-3.820259999999999678e+01,-3.891919999999999646e+01,-3.881790000000000163e+01
9.514585258675070101e-01,-2.027430000000000021e+01,-2.785090000000000288e+01,-3.300739999999999696e+01,-3.580280000000000484e+01,-3.690540000000000020e+01,-3.691599999999999682e+01,-3.626500000000000057e+01
9.643703286412279585e-01,-2.222020000000000195e+01,-2.926499999999999702e+01,-3.333259999999999934e+01,-3.507419999999999760e+01,-3.530230000000000246e+01,-3.463200000000000500e+01,-3.346940000000000026e+01
9.772957371080723821e-01,-2.446979999999999933e+01,-3.053769999999999740e+01,-3.330649999999999977e+01,-3.394669999999999987e+01,-3.332580000000000098e+01,-3.202490000000000236e+01,-3.040370000000000061e+01
9.902075398817934415e-01,-2.700840000000000174e+01,-3.139979999999999549e+01,-3.274819999999999709e+01,-3.231620000000000203e+01,-3.091590000000000060e+01,-2.905829999999999913e+01,-2.704560000000000031e+01
1.003132948348637754e+00,-2.916509999999999891e+01,-3.151360000000000383e+01,-3.148659999999999926e+01,-3.009400000000000119e+01,-2.802439999999999998e+01,-2.570509999999999806e+01,-2.337870000000000203e+01
1.016044751122360257e+00,-2.998969999999999914e+01,-3.056380000000000052e+01,-2.939020000000000010e+01,-2.721809999999999974e+01,-2.461970000000000169e+01,-2.194810000000000016e+01,-1.939349999999999952e+01
1.028970159589204680e+00,-2.889519999999999911e+01,-2.837099999999999866e+01,-2.639269999999999783e+01,-2.365960000000000107e+01,-2.068840000000000146e+01,-1.778129999999999811e+01,-1.508750000000000036e+01
1.041881962362925629e+00,-2.591359999999999886e+01,-2.493929999999999936e+01,-2.249960000000000093e+01,-1.942379999999999995e+01,-1.623529999999999873e+01,-1.320930000000000071e+01,-1.046499999999999986e+01
1.054793765136646799e+00,-2.146559999999999846e+01,-2.041900000000000048e+01,-1.777619999999999933e+01,-1.454400000000000048e+01,-1.128090000000000082e+01,-8.246430000000000149e+00,-5.536970000000000169e+00
1.067719173603491001e+00,-1.605419999999999803e+01,-1.503110000000000035e+01,-1.232240000000000002e+01,-9.072540000000000049e+00,-5.857479999999999798e+00,-2.915239999999999831e+00,-3.198010000000000019e-01
1.080630976377212171e+00,-1.015140000000000065e+01,-8.996159999999999712e+00,-6.244930000000000092e+00,-3.070310000000000095e+00,-5.434730000000000463e-03,2.755270000000000330e+00,5.164960000000000662e+00
1.093556384844056373e+00,-4.126050000000000217e+00,-2.477219999999999978e+00,3.656689999999999663e-01,3.401559999999999917e+00,6.230070000000000441e+00,8.730829999999999202e+00,1.089140000000000086e+01
1.106468187617777543e+00,1.902400000000000091e+00,4.460849999999999760e+00,7.446920000000000428e+00,1.028570000000000029e+01,1.280050000000000132e+01,1.497269999999999968e+01,1.682969999999999899e+01
1.119379990391498492e+00,8.170210000000000861e+00,1.185880000000000045e+01,1.496230000000000082e+01,1.752700000000000102e+01,1.965360000000000085e+01,2.143750000000000000e+01,2.294640000000000057e+01
1.132305398858342915e+00,1.521340000000000003e+01,1.981760000000000232e+01,2.288269999999999982e+01,2.506620000000000203e+01,2.673080000000000211e+01,2.807689999999999841e+01,2.920429999999999993e+01
1.145217201632065418e+00,2.355859999999999843e+01,2.840220000000000056e+01,3.115760000000000218e+01,3.282959999999999923e+01,3.396420000000000528e+01,3.483629999999999427e+01,3.556239999999999668e+01
1.158142610098909842e+00,3.326480000000000103e+01,3.753860000000000241e+01,3.968420000000000414e+01,4.071860000000000213e+01,4.127240000000000464e+01,4.165409999999999968e+01,4.197610000000000241e+01
1.171054412872630790e+00,4.370520000000000493e+01,4.696490000000000009e+01,4.828920000000000101e+01,4.860190000000000055e+01,4.855839999999999890e+01,4.846110000000000184e+01,4.839779999999999660e+01
1.183979821339475214e+00,5.382029999999999603e+01,5.626259999999999906e+01,5.672440000000000282e+01,5.631149999999999523e+01,5.570800000000000551e+01,5.518160000000000309e+01,5.477740000000000009e+01
1.196891624113196162e+00,6.263790000000000191e+01,6.493500000000000227e+01,6.467480000000000473e+01,6.364329999999999643e+01,6.259210000000000917e+01,6.173480000000000700e+01,6.106450000000000244e+01
1.209803426886917110e+00,6.970329999999999870e+01,7.246529999999999916e+01,7.176770000000000493e+01,7.036450000000000671e+01,6.907250000000000512e+01,6.803950000000000387e+01,6.721099999999999852e+01
1.222728835353761534e+00,7.503600000000000136e+01,7.829789999999999850e+01,7.758370000000000744e+01,7.622749999999999204e+01,7.501220000000000709e+01,7.402060000000000173e+01,7.317459999999999809e+01
1.235640638127482482e+00,7.839689999999998804e+01,8.175350000000000250e+01,8.168049999999999500e+01,8.099759999999999138e+01,8.029250000000000398e+01,7.961769999999999925e+01,7.892350000000000421e+01
1.248566046594326906e+00,7.837690000000000623e+01,8.200509999999999877e+01,8.366369999999999152e+01,8.449889999999999191e+01,8.483559999999999945e+01,8.479560000000000741e+01,8.444149999999999068e+01
1.261477849368047854e+00,7.240479999999999450e+01,7.833299999999999841e+01,8.333330000000000837e+01,8.667770000000000152e+01,8.863070000000000448e+01,8.955599999999999739e+01,8.973209999999998843e+01
1.274403257834892278e+00,5.864679999999999893e+01,7.076970000000000027e+01,8.088569999999999993e+01,8.766889999999999361e+01,9.175769999999999982e+01,9.394530000000000314e+01,9.482269999999999754e+01
1.287315060608613226e+00,3.934349999999999881e+01,6.076590000000000202e+01,7.705509999999999593e+01,8.783209999999999695e+01,9.439750000000000796e+01,9.805880000000000507e+01,9.976520000000000721e+01
1.300226863382335729e+00,2.130920000000000059e+01,5.104240000000000066e+01,7.303769999999998674e+01,8.772339999999999804e+01,9.682229999999999848e+01,1.020360000000000014e+02,1.046350000000000051e+02
1.313152271849180153e+00,1.075119999999999898e+01,4.436079999999999757e+01,7.015970000000000084e+01,8.799580000000000268e+01,9.936189999999999145e+01,1.060510000000000019e+02,1.095229999999999961e+02
1.326064074622901101e+00,9.189960000000001017e+00,4.228650000000000375e+01,6.947560000000000002e+01,8.926330000000000098e+01,1.023559999999999945e+02,1.102879999999999967e+02,1.145339999999999918e+02
1.338989483089745525e+00,1.491750000000000043e+01,4.500020000000000664e+01,7.154770000000000607e+01,9.198930000000000007e+01,1.061050000000000040e+02,1.149270000000000067e+02,1.197699999999999960e+02
1.351901285863466695e+00,2.567989999999999995e+01,5.189970000000000283e+01,7.648059999999999548e+01,9.644089999999999918e+01,1.108369999999999891e+02,1.201219999999999999e+02,1.253269999999999982e+02
1.364813088637187644e+00,3.988269999999999982e+01,6.222269999999999612e+01,8.409780000000000655e+01,1.027060000000000031e+02,1.166940000000000026e+02,1.259920000000000044e+02,1.312829999999999870e+02
1.377738497104032067e+00,5.678509999999999991e+01,7.536530000000000484e+01,9.411759999999999593e+01,1.107469999999999999e+02,1.237389999999999901e+02,1.326140000000000043e+02,1.376980000000000075e+02
1.390650299877753016e+00,7.631699999999999307e+01,9.095549999999998647e+01,1.062629999999999910e+02,1.204560000000000031e+02,1.319699999999999989e+02,1.400209999999999866e+02,1.446049999999999898e+02
1.403575708344597439e+00,9.877230000000000132e+01,1.088049999999999926e+02,1.203049999999999926e+02,1.316970000000000027e+02,1.413439999999999941e+02,1.482160000000000082e+02,1.520140000000000100e+02
1.416487511118318388e+00,1.244750000000000085e+02,1.288180000000000121e+02,1.360589999999999975e+02,1.443299999999999841e+02,1.517880000000000109e+02,1.571709999999999923e+02,1.599139999999999873e+02
1.429412919585162811e+00,1.535440000000000111e+02,1.509070000000000107e+02,1.533709999999999809e+02,1.582169999999999845e+02,1.632120000000000175e+02,1.668319999999999936e+02,1.682680000000000007e+02
1.442324722358885314e+00,1.858410000000000082e+02,1.749399999999999977e+02,1.720969999999999800e+02,1.732270000000000039e+02,1.755169999999999959e+02,1.771289999999999907e+02,1.770180000000000007e+02
1.455236525132606262e+00,2.210070000000000050e+02,2.007239999999999895e+02,1.920849999999999795e+02,1.892299999999999898e+02,1.885939999999999941e+02,1.879729999999999848e+02,1.860840000000000032e+02
1.468161933599450686e+00,2.585380000000000109e+02,2.280200000000000102e+02,2.131779999999999973e+02,2.060940000000000225e+02,2.023269999999999982e+02,1.992549999999999955e+02,1.953569999999999993e+02
1.481073736373171634e+00,2.978790000000000191e+02,2.565649999999999977e+02,2.352110000000000127e+02,2.236820000000000164e+02,2.165829999999999984e+02,2.108420000000000130e+02,2.046999999999999886e+02
1.493999144840016058e+00,3.385169999999999959e+02,2.860979999999999563e+02,2.580140000000000100e+02,2.418490000000000180e+02,2.312139999999999986e+02,2.225699999999999932e+02,2.139370000000000118e+02
