mu_minus_EF_eV,S_300K_uV_K-1,S_400K_uV_K-1,S_500K_uV_K-1,S_600K_uV_K-1,S_700K_uV_K-1,S_800K_uV_K-1,S_900K_uV_K-1
-9.603318376168714643e-01,2.099990000000000023e+01,2.215269999999999939e+01,1.776560000000000272e+01,1.006859999999999999e+01,1.158919999999999950e+00,-7.643010000000000304e+00,-1.566169999999999973e+01
-9.474200348431504048e-01,2.106259999999999977e+01,2.047259999999999991e+01,1.490909999999999869e+01,6.595329999999999693e+00,-2.469949999999999868e+00,-1.110989999999999966e+01,-1.878509999999999991e+01
-9.344946263763060923e-01,2.050970000000000226e+01,1.769430000000000192e+01,1.076470000000000127e+01,1.937130000000000019e+00,-7.049069999999999503e+00,-1.527659999999999840e+01,-2.239350000000000307e+01
-9.215828236025850329e-01,1.877000000000000313e+01,1.351019999999999932e+01,5.257970000000000255e+00,-3.850719999999999921e+00,-1.246729999999999983e+01,-2.001989999999999981e+01,-2.637389999999999901e+01
-9.086710208288633073e-01,1.516940000000000133e+01,7.651309999999999611e+00,-1.614470000000000072e+00,-1.063959999999999972e+01,-1.855480000000000018e+01,-2.517620000000000147e+01,-3.058739999999999881e+01
-8.957456123620188837e-01,9.167630000000000834e+00,1.337119999999999975e-02,-9.734230000000000160e+00,-1.821249999999999858e+01,-2.508300000000000196e+01,-3.054660000000000153e+01,-3.487550000000000239e+01
-8.828338095882979353e-01,8.673440000000000039e-01,-9.243579999999999686e+00,-1.882899999999999707e+01,-2.626009999999999778e+01,-3.177300000000000324e+01,-3.590700000000000358e+01,-3.906900000000000261e+01
-8.699084011214535117e-01,-8.908760000000000900e+00,-1.970289999999999964e+01,-2.847220000000000084e+01,-3.439109999999999445e+01,-3.831029999999999802e+01,-4.102250000000000085e+01,-4.299830000000000041e+01
-8.569965983477325633e-01,-1.942670000000000030e+01,-3.079119999999999635e+01,-3.810989999999999611e+01,-4.215940000000000509e+01,-4.436809999999999832e+01,-4.566320000000000334e+01,-4.650410000000000110e+01
-8.440711898808881397e-01,-3.068649999999999878e+01,-4.183220000000000027e+01,-4.710379999999999967e+01,-4.910320000000000107e+01,-4.963530000000000086e+01,-4.962259999999999849e+01,-4.944879999999999853e+01
