mu_minus_EF_eV,S_300K_uV_K-1,S_400K_uV_K-1,S_500K_uV_K-1,S_600K_uV_K-1,S_700K_uV_K-1,S_800K_uV_K-1,S_900K_uV_K-1
-9.255447306402257990e-01,5.778869999999999862e+01,5.488959999999999440e+01,4.783539999999999992e+01,3.905499999999999972e+01,2.946189999999999998e+01,1.956540000000000035e+01,9.840210000000000790e+00
-9.126329278665048506e-01,5.102669999999999817e+01,4.945139999999999958e+01,4.348760000000000048e+01,3.525229999999999819e+01,2.580649999999999977e+01,1.590559999999999974e+01,6.220279999999999809e+00
-8.997211250927837911e-01,4.062209999999999610e+01,4.137109999999999843e+01,3.721820000000000306e+01,2.992770000000000152e+01,2.086810000000000187e+01,1.116669999999999874e+01,1.733949999999999880e+00
-8.868093223190620655e-01,2.818489999999999895e+01,3.180100000000000193e+01,2.965980000000000061e+01,2.337650000000000006e+01,1.477820000000000000e+01,5.427490000000000592e+00,-3.544220000000000148e+00
-8.738975195453411171e-01,1.596230000000000082e+01,2.206179999999999808e+01,2.145700000000000074e+01,1.587400000000000055e+01,7.667520000000000557e+00,-1.210100000000000176e+00,-9.507120000000000459e+00
-8.609857167716192805e-01,6.076880000000000059e+00,1.318909999999999982e+01,1.304770000000000074e+01,7.592310000000000336e+00,-3.516859999999999986e-01,-8.617979999999999308e+00,-1.601130000000000209e+01
-8.480739139978983321e-01,-3.045249999999999901e-01,5.610059999999999825e+00,4.531760000000000232e+00,-1.426330000000000098e+00,-9.172399999999999665e+00,-1.662770000000000081e+01,-2.287230000000000274e+01
-8.351621112241772726e-01,-3.450050000000000061e+00,-9.719880000000000742e-01,-4.328090000000000437e+00,-1.121769999999999889e+01,-1.864750000000000085e+01,-2.501139999999999830e+01,-2.986390000000000100e+01
-8.222503084504555471e-01,-4.918529999999999625e+00,-7.484090000000000131e+00,-1.396659999999999968e+01,-2.177399999999999736e+01,-2.853059999999999974e+01,-3.346930000000000405e+01,-3.672529999999999717e+01
-8.093385056767345986e-01,-6.964330000000000354e+00,-1.517220000000000013e+01,-2.474249999999999972e+01,-3.289229999999999876e+01,-3.843520000000000181e+01,-4.163850000000000051e+01,-4.317940000000000111e+01
-7.964267029030127620e-01,-1.177019999999999911e+01,-2.504710000000000036e+01,-3.659329999999999927e+01,-4.407079999999999842e+01,-4.784689999999999799e+01,-4.912819999999999965e+01,-4.896050000000000324e+01
-7.835285058224144006e-01,-2.058719999999999928e+01,-3.717739999999999867e+01,-4.879549999999999699e+01,-5.453749999999999432e+01,-5.620120000000000005e+01,-5.557530000000000570e+01,-5.384489999999999554e+01
-7.706167030486934522e-01,-3.291089999999999804e+01,-5.025280000000000058e+01,-6.007000000000000028e+01,-6.343949999999999534e+01,-6.300200000000000244e+01,-6.070200000000000529e+01,-5.767620000000000147e+01
-7.577049002749723927e-01,-4.629950000000000188e+01,-6.201229999999999620e+01,-6.907129999999999370e+01,-7.010429999999999495e+01,-6.792889999999999873e+01,-6.435409999999998831e+01,-6.037760000000000105e+01
-7.447930975012506671e-01,-5.750229999999999819e+01,-7.044360000000000355e+01,-7.494480000000000075e+01,-7.422290000000000987e+01,-7.088459999999999184e+01,-6.650939999999999941e+01,-6.195060000000000144e+01
-7.318812947275296077e-01,-6.430750000000000455e+01,-7.474240000000000350e+01,-7.756260000000000332e+01,-7.586990000000000123e+01,-7.197580000000000666e+01,-6.725809999999999889e+01,-6.246130000000000138e+01
-7.189694919538078821e-01,-6.646800000000000352e+01,-7.531900000000000261e+01,-7.737049999999999272e+01,-7.539209999999999923e+01,-7.144729999999999848e+01,-6.676689999999999259e+01,-6.202139999999999276e+01
-7.060576891800869337e-01,-6.513739999999999952e+01,-7.319070000000000675e+01,-7.507050000000000978e+01,-7.325549999999999784e+01,-6.960769999999999413e+01,-6.524059999999998638e+01,-6.076689999999999969e+01
-6.931458864063658742e-01,-6.179009999999999536e+01,-6.940509999999999025e+01,-7.135930000000000462e+01,-6.992409999999999570e+01,-6.676930000000000121e+01,-6.289060000000000628e+01,-5.884150000000000347e+01
-6.802340836326441487e-01,-5.756919999999999504e+01,-6.475760000000001071e+01,-6.679560000000000741e+01,-6.579179999999999495e+01,-6.321049999999999613e+01,-5.991349999999999909e+01,-5.638329999999999842e+01
-6.673222808589230892e-01,-5.314249999999999829e+01,-5.974430000000000263e+01,-6.176930000000000831e+01,-6.116029999999999944e+01,-5.916000000000000369e+01,-5.647990000000000066e+01,-5.351759999999999451e+01
-6.544104780852013636e-01,-4.877870000000000061e+01,-5.462079999999999558e+01,-5.652380000000000138e+01,-5.624309999999999832e+01,-5.479480000000000217e+01,-5.273069999999999879e+01,-5.035309999999999775e+01
-6.414986753114804152e-01,-4.449659999999999371e+01,-4.948819999999999908e+01,-5.119570000000000221e+01,-5.118269999999999698e+01,-5.024649999999999750e+01,-4.877859999999999729e+01,-4.698110000000000497e+01
-6.285868725377593558e-01,-4.023010000000000019e+01,-4.436689999999999401e+01,-4.585349999999999682e+01,-4.607049999999999557e+01,-4.561050000000000182e+01,-4.471159999999999712e+01,-4.347699999999999676e+01
-6.156750697640376302e-01,-3.592459999999999809e+01,-3.924600000000000222e+01,-4.052790000000000248e+01,-4.096410000000000196e+01,-4.095609999999999928e+01,-4.059860000000000468e+01,-3.990229999999999677e+01
-6.027632669903166818e-01,-3.154799999999999827e+01,-3.410670000000000357e+01,-3.523150000000000404e+01,-3.590210000000000434e+01,-3.633480000000000132e+01,-3.649380000000000024e+01,-3.630690000000000595e+01
