mu_minus_EF_eV,S_300K_uV_K-1,S_400K_uV_K-1,S_500K_uV_K-1,S_600K_uV_K-1,S_700K_uV_K-1,S_800K_uV_K-1,S_900K_uV_K-1
-5.898514642165948452e-01,-2.707150000000000034e+01,-2.892889999999999873e+01,-2.997190000000000154e+01,-3.091459999999999653e+01,-3.178830000000000311e+01,-3.244119999999999493e+01,-3.273189999999999600e+01
-5.769396614428738967e-01,-2.244880000000000209e+01,-2.369309999999999761e+01,-2.476099999999999923e+01,-2.603180000000000049e+01,-2.735399999999999920e+01,-2.847830000000000084e+01,-2.921129999999999782e+01
-5.640278586691528373e-01,-1.759499999999999886e+01,-1.838699999999999690e+01,-1.962399999999999878e+01,-2.129049999999999798e+01,-2.306879999999999953e+01,-2.463840000000000074e+01,-2.577349999999999852e+01
-5.511160558954311117e-01,-1.239160000000000039e+01,-1.302489999999999881e+01,-1.460989999999999966e+01,-1.673829999999999885e+01,-1.897159999999999869e+01,-2.095199999999999818e+01,-2.244239999999999924e+01
-5.382042531217101633e-01,-6.761769999999999392e+00,-7.681440000000000268e+00,-9.800650000000000972e+00,-1.243570000000000064e+01,-1.510340000000000060e+01,-1.744679999999999964e+01,-1.923750000000000071e+01
-5.252924503479883267e-01,-8.111919999999999131e-01,-2.525549999999999962e+00,-5.315330000000000332e+00,-8.454290000000000305e+00,-1.150520000000000032e+01,-1.414679999999999893e+01,-1.617400000000000304e+01
-5.123806475742673783e-01,5.035649999999999515e+00,2.167120000000000157e+00,-1.301329999999999876e+00,-4.868400000000000283e+00,-8.214199999999999946e+00,-1.107089999999999996e+01,-1.326199999999999868e+01
-4.994688448005463743e-01,1.001379999999999981e+01,6.049160000000000537e+00,2.090619999999999923e+00,-1.742870000000000141e+00,-5.257770000000000721e+00,-8.230489999999999640e+00,-1.050629999999999953e+01
-4.865570420268245933e-01,1.319840000000000124e+01,8.796850000000000946e+00,4.746669999999999945e+00,8.828770000000000229e-01,-2.648019999999999818e+00,-5.627699999999999925e+00,-7.906290000000000262e+00
-4.736452392531035893e-01,1.392120000000000068e+01,1.024920000000000009e+01,6.634060000000000734e+00,3.008520000000000305e+00,-3.778549999999999964e-01,-3.254939999999999944e+00,-5.455619999999999692e+00
-4.607334364793818637e-01,1.229940000000000033e+01,1.052869999999999884e+01,7.829439999999999067e+00,4.678409999999999513e+00,1.579210000000000003e+00,-1.095509999999999984e+00,-3.143479999999999830e+00
-4.478352393987834468e-01,9.421139999999999404e+00,1.005599999999999916e+01,8.510949999999999349e+00,5.974299999999999500e+00,3.264620000000000299e+00,8.738700000000000356e-01,-9.557759999999999589e-01
-4.349234366250624428e-01,6.838829999999999742e+00,9.409219999999999473e+00,8.907579999999999387e+00,6.995179999999999509e+00,4.726390000000000313e+00,2.679419999999999913e+00,1.123180000000000067e+00
-4.220116338513414389e-01,5.754870000000000374e+00,9.090130000000000265e+00,9.222500000000000142e+00,7.830370000000000275e+00,6.009169999999999234e+00,4.346449999999999925e+00,3.109100000000000197e+00
-4.090998310776197133e-01,6.542520000000000557e+00,9.322989999999999000e+00,9.564049999999999940e+00,8.536049999999999471e+00,7.146009999999999529e+00,5.896390000000000242e+00,5.016589999999999883e+00
-3.961880283038987094e-01,8.740560000000000329e+00,9.984160000000001034e+00,9.914900000000001157e+00,9.124530000000000030e+00,8.154870000000000729e+00,7.345699999999999896e+00,6.858920000000000350e+00
